[ 2026-03-29 15:25:42 | node_4 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:26:00 | node_35 | INFO ] InMemoryServer stopped at node_35
[ 2026-03-29 15:26:01 | node_36 | INFO ] Stopping node...
[ 2026-03-29 15:26:01 | node_36 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:01 | node_36 | INFO ] InMemoryServer stopped at node_36
[ 2026-03-29 15:26:01 | node_37 | INFO ] Stopping node...
[ 2026-03-29 15:26:01 | node_37 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:01 | node_37 | INFO ] InMemoryServer stopped at node_37
[ 2026-03-29 15:26:01 | node_38 | INFO ] Stopping node...
[ 2026-03-29 15:26:01 | node_38 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:01 | node_38 | INFO ] InMemoryServer stopped at node_38
[ 2026-03-29 15:26:01 | node_39 | INFO ] Stopping node...
[ 2026-03-29 15:26:01 | node_39 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:01 | node_39 | INFO ] InMemoryServer stopped at node_39
[ 2026-03-29 15:26:01 | node_40 | INFO ] Stopping node...
[ 2026-03-29 15:26:01 | node_40 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:01 | node_40 | INFO ] InMemoryServer stopped at node_40
[ 2026-03-29 15:26:01 | node_41 | INFO ] Stopping node...
[ 2026-03-29 15:26:01 | node_41 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:01 | node_41 | INFO ] InMemoryServer stopped at node_41
[ 2026-03-29 15:26:01 | node_42 | INFO ] Stopping node...
[ 2026-03-29 15:26:01 | node_42 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:01 | node_42 | INFO ] InMemoryServer stopped at node_42
[ 2026-03-29 15:26:01 | node_43 | INFO ] Stopping node...
[ 2026-03-29 15:26:01 | node_43 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:01 | node_43 | INFO ] InMemoryServer stopped at node_43
[ 2026-03-29 15:26:01 | node_44 | INFO ] Stopping node...
[ 2026-03-29 15:26:01 | node_44 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:01 | node_44 | INFO ] InMemoryServer stopped at node_44
[ 2026-03-29 15:26:01 | node_45 | INFO ] Stopping node...
[ 2026-03-29 15:26:01 | node_45 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:01 | node_45 | INFO ] InMemoryServer stopped at node_45
[ 2026-03-29 15:26:01 | node_46 | INFO ] Stopping node...
[ 2026-03-29 15:26:01 | node_46 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:01 | node_46 | INFO ] InMemoryServer stopped at node_46
[ 2026-03-29 15:26:01 | node_47 | INFO ] Stopping node...
[ 2026-03-29 15:26:01 | node_47 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:01 | node_47 | INFO ] InMemoryServer stopped at node_47
[ 2026-03-29 15:26:01 | node_48 | INFO ] Stopping node...
[ 2026-03-29 15:26:01 | node_48 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:01 | node_48 | INFO ] InMemoryServer stopped at node_48
[ 2026-03-29 15:26:01 | node_49 | INFO ] Stopping node...
[ 2026-03-29 15:26:01 | node_49 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:01 | node_49 | INFO ] InMemoryServer stopped at node_49
