[ 2026-03-29 14:13:40 | node_27 | INFO ] 🧩 Model added for round 93 (7/11) from ['node_31']
[ 2026-03-29 14:31:03 | node_33 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-03-29 14:31:03 | node_33 | INFO ] ♻️ Proactively processing 7 early models for round 97.
[ 2026-03-29 14:31:03 | node_33 | INFO ] 🧩 Model added for round 97 (1/13) from ['node_4']
[ 2026-03-29 14:31:03 | node_33 | INFO ] 🧩 Model added for round 97 (2/13) from ['node_23']
[ 2026-03-29 14:31:04 | node_33 | INFO ] 🧩 Model added for round 97 (3/13) from ['node_3']
[ 2026-03-29 14:31:04 | node_6 | INFO ] 🧩 Model added for round 97 (2/7) from ['node_36']
[ 2026-03-29 14:31:04 | node_33 | INFO ] 🧩 Model added for round 97 (4/13) from ['node_32']
[ 2026-03-29 14:31:04 | node_33 | INFO ] 🧩 Model added for round 97 (5/13) from ['node_38']
[ 2026-03-29 14:31:04 | node_33 | INFO ] 🧩 Model added for round 97 (6/13) from ['node_31']
[ 2026-03-29 14:31:04 | node_33 | INFO ] 🧩 Model added for round 97 (7/13) from ['node_16']
[ 2026-03-29 14:31:04 | node_33 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-29 14:31:04 | node_33 | INFO ] 🎓 Training step done.
[ 2026-03-29 14:31:04 | node_33 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-29 14:31:04 | node_33 | INFO ] ✅ [FORCE] Local model added for round 97. (8/13)
[ 2026-03-29 14:31:05 | node_10 | INFO ] 🧩 Model added for round 97 (6/8) from ['node_36']
[ 2026-03-29 14:31:05 | node_24 | INFO ] 🎉 Round 97 of 100 finished.
[ 2026-03-29 14:31:05 | node_24 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-03-29 14:31:05 | node_24 | INFO ] ♻️ Proactively processing 3 early models for round 97.
[ 2026-03-29 14:31:05 | node_24 | INFO ] 🧩 Model added for round 97 (1/9) from ['node_9']
[ 2026-03-29 14:31:05 | node_24 | INFO ] 🧩 Model added for round 97 (2/9) from ['node_48']
[ 2026-03-29 14:31:05 | node_24 | INFO ] 🧩 Model added for round 97 (3/9) from ['node_12']
[ 2026-03-29 14:31:06 | node_24 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-29 14:31:06 | node_24 | INFO ] 🎓 Training step done.
[ 2026-03-29 14:31:06 | node_24 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-29 14:31:06 | node_19 | INFO ] 🧩 Model added for round 97 (9/11) from ['node_36']
[ 2026-03-29 14:31:06 | node_24 | INFO ] ✅ [FORCE] Local model added for round 97. (4/9)
[ 2026-03-29 14:31:08 | node_24 | INFO ] 🧩 Model added for round 97 (5/9) from ['node_36']
[ 2026-03-29 14:31:09 | node_33 | INFO ] 📤 Sending model to 12 direct neighbors: ['node_3', 'node_4', 'node_11', 'node_13', 'node_16', 'node_22', 'node_23', 'node_31', 'node_32', 'node_36', 'node_38', 'node_46']
[ 2026-03-29 14:31:09 | node_33 | INFO ] 🧩 Model added for round 97 (9/13) from ['node_36']
[ 2026-03-29 14:31:10 | node_3 | INFO ] 🧩 Model added for round 97 (5/8) from ['node_33']
[ 2026-03-29 14:31:10 | node_11 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2026-03-29 14:31:10 | node_4 | INFO ] 🧩 Model added for round 97 (5/6) from ['node_33']
[ 2026-03-29 14:31:10 | node_11 | INFO ] 🔬 Evaluating...
[ 2026-03-29 14:31:11 | node_11 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.2512069046497345, 'test_acc': 0.9750000238418579, 'test_precision': 0.9758991003036499, 'test_recall': 0.9751018285751343, 'test_f1': 0.9748146533966064, 'communication_cost': 33870564}
[ 2026-03-29 14:31:11 | node_11 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 14:31:11 | node_24 | INFO ] 📤 Sending model to 8 direct neighbors: ['node_8', 'node_9', 'node_12', 'node_22', 'node_27', 'node_36', 'node_46', 'node_48']
[ 2026-03-29 14:31:12 | node_9 | INFO ] 🧩 Model added for round 97 (6/9) from ['node_24']
[ 2026-03-29 14:31:12 | node_16 | INFO ] 🧩 Model added for round 97 (6/8) from ['node_33']
[ 2026-03-29 14:31:13 | node_12 | INFO ] 🧩 Model added for round 97 (7/8) from ['node_24']
[ 2026-03-29 14:31:13 | node_23 | INFO ] 🧩 Model added for round 97 (7/8) from ['node_33']
[ 2026-03-29 14:31:14 | node_8 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2026-03-29 14:31:14 | node_15 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2026-03-29 14:31:14 | node_28 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2026-03-29 14:31:14 | node_8 | INFO ] 🔬 Evaluating...
[ 2026-03-29 14:31:14 | node_15 | INFO ] 🔬 Evaluating...
[ 2026-03-29 14:31:14 | node_28 | INFO ] 🔬 Evaluating...
[ 2026-03-29 14:31:14 | node_8 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.35880085825920105, 'test_acc': 0.9549999833106995, 'test_precision': 0.9525350332260132, 'test_recall': 0.9550321698188782, 'test_f1': 0.9527286291122437, 'communication_cost': 26343772}
[ 2026-03-29 14:31:15 | node_15 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.34430962800979614, 'test_acc': 0.9649999737739563, 'test_precision': 0.9627079963684082, 'test_recall': 0.9600401520729065, 'test_f1': 0.959952175617218, 'communication_cost': 26343772}
[ 2026-03-29 14:31:15 | node_28 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.5644679069519043, 'test_acc': 0.9449999928474426, 'test_precision': 0.9500472545623779, 'test_recall': 0.9472463726997375, 'test_f1': 0.946183443069458, 'communication_cost': 37633960}
[ 2026-03-29 14:31:15 | node_8 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 14:31:15 | node_15 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 14:31:15 | node_36 | INFO ] 🧩 Model added for round 97 (5/9) from ['node_24']
[ 2026-03-29 14:31:15 | node_28 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 14:31:15 | node_31 | INFO ] 🧩 Model added for round 97 (5/9) from ['node_33']
[ 2026-03-29 14:31:15 | node_11 | INFO ] 🎉 Round 97 of 100 finished.
[ 2026-03-29 14:31:15 | node_11 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-03-29 14:31:15 | node_11 | INFO ] ♻️ Proactively processing 7 early models for round 97.
[ 2026-03-29 14:31:15 | node_11 | INFO ] 🧩 Model added for round 97 (1/10) from ['node_39']
[ 2026-03-29 14:31:15 | node_11 | INFO ] 🧩 Model added for round 97 (2/10) from ['node_18']
[ 2026-03-29 14:31:15 | node_11 | INFO ] 🧩 Model added for round 97 (3/10) from ['node_45']
[ 2026-03-29 14:31:15 | node_11 | INFO ] 🧩 Model added for round 97 (4/10) from ['node_32']
[ 2026-03-29 14:31:16 | node_11 | INFO ] 🧩 Model added for round 97 (5/10) from ['node_31']
[ 2026-03-29 14:31:16 | node_11 | INFO ] 🧩 Model added for round 97 (6/10) from ['node_44']
[ 2026-03-29 14:31:16 | node_11 | INFO ] 🧩 Model added for round 97 (7/10) from ['node_33']
[ 2026-03-29 14:31:16 | node_11 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-29 14:31:16 | node_32 | INFO ] 🧩 Model added for round 97 (7/8) from ['node_33']
[ 2026-03-29 14:31:16 | node_48 | INFO ] 🧩 Model added for round 97 (6/10) from ['node_24']
[ 2026-03-29 14:31:16 | node_11 | INFO ] 🎓 Training step done.
[ 2026-03-29 14:31:16 | node_11 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-29 14:31:16 | node_11 | INFO ] ✅ [FORCE] Local model added for round 97. (8/10)
[ 2026-03-29 14:31:17 | node_36 | INFO ] 🧩 Model added for round 97 (6/9) from ['node_33']
[ 2026-03-29 14:31:17 | node_13 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2026-03-29 14:31:17 | node_13 | INFO ] 🔬 Evaluating...
[ 2026-03-29 14:31:17 | node_8 | INFO ] 🎉 Round 97 of 100 finished.
[ 2026-03-29 14:31:18 | node_15 | INFO ] 🎉 Round 97 of 100 finished.
[ 2026-03-29 14:31:18 | node_13 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.11211960762739182, 'test_acc': 0.9750000238418579, 'test_precision': 0.97928786277771, 'test_recall': 0.9721211791038513, 'test_f1': 0.9749596118927002, 'communication_cost': 56450940}
[ 2026-03-29 14:31:18 | node_8 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-03-29 14:31:18 | node_15 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-03-29 14:31:18 | node_13 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 14:31:18 | node_8 | INFO ] ♻️ Proactively processing 5 early models for round 97.
[ 2026-03-29 14:31:18 | node_15 | INFO ] ♻️ Proactively processing 5 early models for round 97.
[ 2026-03-29 14:31:18 | node_8 | INFO ] 🧩 Model added for round 97 (1/8) from ['node_1']
[ 2026-03-29 14:31:18 | node_15 | INFO ] 🧩 Model added for round 97 (1/8) from ['node_34']
[ 2026-03-29 14:31:18 | node_8 | INFO ] 🧩 Model added for round 97 (2/8) from ['node_9']
[ 2026-03-29 14:31:18 | node_8 | INFO ] 🧩 Model added for round 97 (3/8) from ['node_38']
[ 2026-03-29 14:31:18 | node_15 | INFO ] 🧩 Model added for round 97 (2/8) from ['node_6']
[ 2026-03-29 14:31:18 | node_8 | INFO ] 🧩 Model added for round 97 (4/8) from ['node_30']
[ 2026-03-29 14:31:18 | node_15 | INFO ] 🧩 Model added for round 97 (3/8) from ['node_9']
[ 2026-03-29 14:31:18 | node_8 | INFO ] 🧩 Model added for round 97 (5/8) from ['node_24']
[ 2026-03-29 14:31:18 | node_15 | INFO ] 🧩 Model added for round 97 (4/8) from ['node_45']
[ 2026-03-29 14:31:18 | node_15 | INFO ] 🧩 Model added for round 97 (5/8) from ['node_36']
[ 2026-03-29 14:31:18 | node_8 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-29 14:31:18 | node_15 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-29 14:31:18 | node_38 | INFO ] 🧩 Model added for round 97 (7/10) from ['node_33']
[ 2026-03-29 14:31:19 | node_8 | INFO ] 🎓 Training step done.
[ 2026-03-29 14:31:19 | node_8 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-29 14:31:19 | node_15 | INFO ] 🎓 Training step done.
[ 2026-03-29 14:31:19 | node_8 | INFO ] ✅ [FORCE] Local model added for round 97. (6/8)
[ 2026-03-29 14:31:19 | node_15 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-29 14:31:19 | node_15 | INFO ] ✅ [FORCE] Local model added for round 97. (6/8)
[ 2026-03-29 14:31:19 | node_28 | INFO ] 🎉 Round 97 of 100 finished.
[ 2026-03-29 14:31:19 | node_28 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-03-29 14:31:19 | node_28 | INFO ] ♻️ Proactively processing 7 early models for round 97.
[ 2026-03-29 14:31:19 | node_28 | INFO ] 🧩 Model added for round 97 (1/11) from ['node_26']
[ 2026-03-29 14:31:19 | node_28 | INFO ] 🧩 Model added for round 97 (2/11) from ['node']
[ 2026-03-29 14:31:19 | node_28 | INFO ] 🧩 Model added for round 97 (3/11) from ['node_9']
[ 2026-03-29 14:31:19 | node_28 | INFO ] 🧩 Model added for round 97 (4/11) from ['node_3']
[ 2026-03-29 14:31:19 | node_28 | INFO ] 🧩 Model added for round 97 (5/11) from ['node_47']
[ 2026-03-29 14:31:19 | node_28 | INFO ] 🧩 Model added for round 97 (6/11) from ['node_7']
[ 2026-03-29 14:31:19 | node_28 | INFO ] 🧩 Model added for round 97 (7/11) from ['node_44']
[ 2026-03-29 14:31:19 | node_28 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-29 14:31:20 | node_28 | INFO ] 🎓 Training step done.
[ 2026-03-29 14:31:20 | node_28 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-29 14:31:20 | node_28 | INFO ] ✅ [FORCE] Local model added for round 97. (8/11)
[ 2026-03-29 14:31:21 | node_11 | INFO ] 📤 Sending model to 9 direct neighbors: ['node_13', 'node_18', 'node_20', 'node_31', 'node_32', 'node_33', 'node_39', 'node_44', 'node_45']
[ 2026-03-29 14:31:22 | node_18 | INFO ] 🧩 Model added for round 97 (6/6) from ['node_11']
[ 2026-03-29 14:31:22 | node_18 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 14:31:23 | node_18 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 14:31:24 | node_31 | INFO ] 🧩 Model added for round 97 (6/9) from ['node_11']
[ 2026-03-29 14:31:24 | node_8 | INFO ] 📤 Sending model to 7 direct neighbors: ['node_1', 'node_9', 'node_13', 'node_20', 'node_24', 'node_30', 'node_38']
[ 2026-03-29 14:31:24 | node_15 | INFO ] 📤 Sending model to 7 direct neighbors: ['node_6', 'node_9', 'node_20', 'node_34', 'node_36', 'node_43', 'node_45']
[ 2026-03-29 14:31:24 | node_13 | INFO ] 🎉 Round 97 of 100 finished.
[ 2026-03-29 14:31:24 | node_13 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-03-29 14:31:24 | node_13 | INFO ] ♻️ Proactively processing 7 early models for round 97.
[ 2026-03-29 14:31:24 | node_13 | INFO ] 🧩 Model added for round 97 (1/16) from ['node_14']
[ 2026-03-29 14:31:24 | node_13 | INFO ] 🧩 Model added for round 97 (2/16) from ['node_48']
[ 2026-03-29 14:31:24 | node_13 | INFO ] 🧩 Model added for round 97 (3/16) from ['node_31']
[ 2026-03-29 14:31:24 | node_13 | INFO ] 🧩 Model added for round 97 (4/16) from ['node_25']
[ 2026-03-29 14:31:24 | node_13 | INFO ] 🧩 Model added for round 97 (5/16) from ['node_16']
[ 2026-03-29 14:31:24 | node_13 | INFO ] 🧩 Model added for round 97 (6/16) from ['node_33']
[ 2026-03-29 14:31:24 | node_13 | INFO ] 🧩 Model added for round 97 (7/16) from ['node_11']
[ 2026-03-29 14:31:24 | node_13 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-29 14:31:24 | node_1 | INFO ] 🧩 Model added for round 97 (6/7) from ['node_8']
[ 2026-03-29 14:31:24 | node_6 | INFO ] 🧩 Model added for round 97 (3/7) from ['node_15']
[ 2026-03-29 14:31:25 | node_32 | INFO ] 🧩 Model added for round 97 (8/8) from ['node_11']
[ 2026-03-29 14:31:25 | node_13 | INFO ] 🎓 Training step done.
[ 2026-03-29 14:31:25 | node_13 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-29 14:31:25 | node_13 | INFO ] ✅ [FORCE] Local model added for round 97. (8/16)
[ 2026-03-29 14:31:25 | node_28 | INFO ] 📤 Sending model to 10 direct neighbors: ['node', 'node_3', 'node_7', 'node_9', 'node_13', 'node_22', 'node_26', 'node_35', 'node_44', 'node_47']
[ 2026-03-29 14:31:25 | node_32 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 14:31:25 | node | INFO ] 🧩 Model added for round 97 (6/9) from ['node_28']
[ 2026-03-29 14:31:25 | node_9 | INFO ] 🧩 Model added for round 97 (7/9) from ['node_15']
[ 2026-03-29 14:31:25 | node_9 | INFO ] 🧩 Model added for round 97 (8/9) from ['node_8']
[ 2026-03-29 14:31:26 | node_33 | INFO ] 🧩 Model added for round 97 (10/13) from ['node_11']
[ 2026-03-29 14:31:26 | node_46 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2026-03-29 14:31:26 | node_32 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 14:31:26 | node_21 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2026-03-29 14:31:26 | node_17 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2026-03-29 14:31:26 | node_46 | INFO ] 🔬 Evaluating...
[ 2026-03-29 14:31:26 | node_21 | INFO ] 🔬 Evaluating...
[ 2026-03-29 14:31:26 | node_17 | INFO ] 🔬 Evaluating...
[ 2026-03-29 14:31:27 | node_46 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.34273484349250793, 'test_acc': 0.9649999737739563, 'test_precision': 0.9689793586730957, 'test_recall': 0.9665267467498779, 'test_f1': 0.9671207666397095, 'communication_cost': 37633960}
[ 2026-03-29 14:31:27 | node_3 | INFO ] 🧩 Model added for round 97 (6/8) from ['node_28']
[ 2026-03-29 14:31:27 | node_21 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.0010450404370203614, 'test_acc': 1.0, 'test_precision': 1.0000001192092896, 'test_recall': 1.0000001192092896, 'test_f1': 1.0000001192092896, 'communication_cost': 33870564}
[ 2026-03-29 14:31:27 | node_17 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.3149183690547943, 'test_acc': 0.9800000190734863, 'test_precision': 0.9856062531471252, 'test_recall': 0.9842949509620667, 'test_f1': 0.9847084283828735, 'communication_cost': 30107168}
[ 2026-03-29 14:31:27 | node_41 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 14:31:27 | node_46 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 14:31:27 | node_13 | INFO ] 🧩 Model added for round 97 (9/16) from ['node_8']
[ 2026-03-29 14:31:27 | node_21 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 14:31:27 | node_17 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 14:31:27 | node_41 | INFO ] 🔬 Evaluating...
[ 2026-03-29 14:31:27 | node_34 | INFO ] 🧩 Model added for round 97 (8/9) from ['node_15']
[ 2026-03-29 14:31:27 | node_41 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.06881479918956757, 'test_acc': 0.9800000190734863, 'test_precision': 0.9803347587585449, 'test_recall': 0.9815425276756287, 'test_f1': 0.9808109998703003, 'communication_cost': 7526792}
[ 2026-03-29 14:31:27 | node_41 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 14:31:28 | node_43 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2026-03-29 14:31:28 | node_39 | INFO ] 🧩 Model added for round 97 (6/6) from ['node_11']
[ 2026-03-29 14:31:28 | node_7 | INFO ] 🧩 Model added for round 97 (10/11) from ['node_28']
[ 2026-03-29 14:31:28 | node_43 | INFO ] 🔬 Evaluating...
[ 2026-03-29 14:31:28 | node_39 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 14:31:28 | node_41 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-29 14:31:28 | node_43 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.5329195261001587, 'test_acc': 0.9599999785423279, 'test_precision': 0.9564365148544312, 'test_recall': 0.9617764949798584, 'test_f1': 0.9586669206619263, 'communication_cost': 37633960}
[ 2026-03-29 14:31:28 | node_41 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-03-29 14:31:28 | node_41 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-29 14:31:29 | node_39 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 14:31:29 | node_36 | INFO ] 🧩 Model added for round 97 (7/9) from ['node_15']
[ 2026-03-29 14:31:29 | node_43 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 14:31:29 | node_41 | INFO ] 🎓 Training step done.
[ 2026-03-29 14:31:29 | node_44 | INFO ] 🧩 Model added for round 97 (8/10) from ['node_11']
[ 2026-03-29 14:31:29 | node_41 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-29 14:31:29 | node_41 | INFO ] ✅ [FORCE] Local model added for round 98. (1/3)
[ 2026-03-29 14:31:29 | node_24 | INFO ] 🧩 Model added for round 97 (6/9) from ['node_8']
[ 2026-03-29 14:31:29 | node_9 | INFO ] 🧩 Model added for round 97 (9/9) from ['node_28']
[ 2026-03-29 14:31:30 | node_13 | INFO ] 📤 Sending model to 15 direct neighbors: ['node_8', 'node_11', 'node_14', 'node_16', 'node_17', 'node_20', 'node_21', 'node_22', 'node_25', 'node_28', 'node_31', 'node_33', 'node_43', 'node_46', 'node_48']
[ 2026-03-29 14:31:30 | node_9 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 14:31:30 | node_17 | INFO ] 🎉 Round 97 of 100 finished.
[ 2026-03-29 14:31:30 | node_17 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-03-29 14:31:30 | node_21 | INFO ] 🎉 Round 97 of 100 finished.
[ 2026-03-29 14:31:30 | node_17 | INFO ] ♻️ Proactively processing 6 early models for round 97.
[ 2026-03-29 14:31:30 | node_17 | INFO ] 🧩 Model added for round 97 (1/9) from ['node_5']
[ 2026-03-29 14:31:30 | node_21 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-03-29 14:31:30 | node_17 | INFO ] 🧩 Model added for round 97 (2/9) from ['node_1']
[ 2026-03-29 14:31:30 | node_21 | INFO ] ♻️ Proactively processing 7 early models for round 97.
[ 2026-03-29 14:31:30 | node_8 | INFO ] 🧩 Model added for round 97 (7/8) from ['node_13']
[ 2026-03-29 14:31:30 | node_21 | INFO ] 🧩 Model added for round 97 (1/10) from ['node_26']
[ 2026-03-29 14:31:30 | node_17 | INFO ] 🧩 Model added for round 97 (3/9) from ['node_26']
[ 2026-03-29 14:31:31 | node_17 | INFO ] 🧩 Model added for round 97 (4/9) from ['node']
[ 2026-03-29 14:31:31 | node_17 | INFO ] 🧩 Model added for round 97 (5/9) from ['node_6']
[ 2026-03-29 14:31:31 | node_21 | INFO ] 🧩 Model added for round 97 (2/10) from ['node']
[ 2026-03-29 14:31:31 | node_17 | INFO ] 🧩 Model added for round 97 (6/9) from ['node_47']
[ 2026-03-29 14:31:31 | node_17 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-29 14:31:31 | node_21 | INFO ] 🧩 Model added for round 97 (3/10) from ['node_19']
[ 2026-03-29 14:31:31 | node_45 | INFO ] 🧩 Model added for round 97 (6/9) from ['node_15']
[ 2026-03-29 14:31:31 | node_21 | INFO ] 🧩 Model added for round 97 (4/10) from ['node_37']
[ 2026-03-29 14:31:31 | node_21 | INFO ] 🧩 Model added for round 97 (5/10) from ['node_29']
[ 2026-03-29 14:31:31 | node_21 | INFO ] 🧩 Model added for round 97 (6/10) from ['node_25']
[ 2026-03-29 14:31:31 | node_21 | INFO ] 🧩 Model added for round 97 (7/10) from ['node_16']
[ 2026-03-29 14:31:31 | node_21 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-29 14:31:31 | node_46 | INFO ] 🎉 Round 97 of 100 finished.
[ 2026-03-29 14:31:31 | node_46 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-03-29 14:31:31 | node_45 | INFO ] 🧩 Model added for round 97 (7/9) from ['node_11']
[ 2026-03-29 14:31:31 | node_46 | INFO ] ♻️ Proactively processing 8 early models for round 97.
[ 2026-03-29 14:31:31 | node_9 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 14:31:31 | node_46 | INFO ] 🧩 Model added for round 97 (1/11) from ['node_34']
[ 2026-03-29 14:31:31 | node_46 | INFO ] 🧩 Model added for round 97 (2/11) from ['node_48']
[ 2026-03-29 14:31:31 | node_46 | INFO ] 🧩 Model added for round 97 (3/11) from ['node_3']
[ 2026-03-29 14:31:31 | node_13 | INFO ] 🧩 Model added for round 97 (10/16) from ['node_28']
[ 2026-03-29 14:31:31 | node_30 | INFO ] 🧩 Model added for round 97 (7/9) from ['node_8']
[ 2026-03-29 14:31:31 | node_46 | INFO ] 🧩 Model added for round 97 (4/11) from ['node_29']
[ 2026-03-29 14:31:31 | node_17 | INFO ] 🎓 Training step done.
[ 2026-03-29 14:31:31 | node_46 | INFO ] 🧩 Model added for round 97 (5/11) from ['node_30']
[ 2026-03-29 14:31:31 | node_17 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-29 14:31:31 | node_21 | INFO ] 🎓 Training step done.
[ 2026-03-29 14:31:31 | node_17 | INFO ] ✅ [FORCE] Local model added for round 97. (7/9)
[ 2026-03-29 14:31:31 | node_46 | INFO ] 🧩 Model added for round 97 (6/11) from ['node_31']
[ 2026-03-29 14:31:31 | node_21 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-29 14:31:31 | node_46 | INFO ] 🧩 Model added for round 97 (7/11) from ['node_24']
[ 2026-03-29 14:31:31 | node_21 | INFO ] ✅ [FORCE] Local model added for round 97. (8/10)
[ 2026-03-29 14:31:31 | node_46 | INFO ] 🧩 Model added for round 97 (8/11) from ['node_33']
[ 2026-03-29 14:31:31 | node_46 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-29 14:31:31 | node_11 | INFO ] 🧩 Model added for round 97 (9/10) from ['node_13']
[ 2026-03-29 14:31:32 | node_46 | INFO ] 🎓 Training step done.
[ 2026-03-29 14:31:32 | node_46 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-29 14:31:32 | node_46 | INFO ] ✅ [FORCE] Local model added for round 97. (9/11)
[ 2026-03-29 14:31:32 | node_20 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2026-03-29 14:31:32 | node_38 | INFO ] 🧩 Model added for round 97 (8/10) from ['node_8']
[ 2026-03-29 14:31:32 | node_20 | INFO ] 🔬 Evaluating...
[ 2026-03-29 14:31:33 | node_20 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.17839941382408142, 'test_acc': 0.9800000190734863, 'test_precision': 0.9777622818946838, 'test_recall': 0.9824445247650146, 'test_f1': 0.9793466329574585, 'communication_cost': 48924148}
[ 2026-03-29 14:31:33 | node_20 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 14:31:33 | node_14 | INFO ] 🧩 Model added for round 97 (5/7) from ['node_13']
[ 2026-03-29 14:31:33 | node_43 | INFO ] 🎉 Round 97 of 100 finished.
[ 2026-03-29 14:31:33 | node_43 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-03-29 14:31:33 | node_43 | INFO ] ♻️ Proactively processing 8 early models for round 97.
[ 2026-03-29 14:31:33 | node_43 | INFO ] 🧩 Model added for round 97 (1/11) from ['node_4']
[ 2026-03-29 14:31:33 | node_43 | INFO ] 🧩 Model added for round 97 (2/11) from ['node_6']
[ 2026-03-29 14:31:33 | node_43 | INFO ] 🧩 Model added for round 97 (3/11) from ['node_14']
[ 2026-03-29 14:31:33 | node_26 | INFO ] 🧩 Model added for round 97 (6/8) from ['node_28']
[ 2026-03-29 14:31:33 | node_43 | INFO ] 🧩 Model added for round 97 (4/11) from ['node_19']
[ 2026-03-29 14:31:34 | node_43 | INFO ] 🧩 Model added for round 97 (5/11) from ['node_10']
[ 2026-03-29 14:31:34 | node_43 | INFO ] 🧩 Model added for round 97 (6/11) from ['node_48']
[ 2026-03-29 14:31:34 | node_43 | INFO ] 🧩 Model added for round 97 (7/11) from ['node_49']
[ 2026-03-29 14:31:34 | node_43 | INFO ] 🧩 Model added for round 97 (8/11) from ['node_15']
[ 2026-03-29 14:31:34 | node_43 | INFO ] 🏋️‍♀️ Preparing training...
